gpa,attendance,financial_score,credit_hours,scholarship
2.12,65.4,28.1,73.0,Not Eligible
3.92,78.0,84.1,93.0,Not Eligible
3.39,65.7,41.3,9.0,Not Eligible
2.3,99.8,59.7,88.0,Not Eligible
3.94,62.3,59.1,82.0,Not Eligible
2.73,77.8,13.2,23.0,Not Eligible
3.97,64.5,40.1,91.0,Not Eligible
2.21,62.7,91.1,90.0,Not Eligible
2.32,89.4,5.8,59.0,Not Eligible
3.31,63.2,70.4,57.0,Not Eligible
2.04,61.0,49.7,55.0,Not Eligible
2.04,98.0,2.7,20.0,Not Eligible
3.58,67.4,48.1,128.0,Eligible
2.34,93.8,38.9,42.0,Not Eligible
3.84,98.1,63.6,111.0,Eligible
2.85,90.1,20.3,45.0,Not Eligible
3.75,64.2,36.1,96.0,Not Eligible
2.84,66.8,59.6,119.0,Eligible
3.06,67.2,75.7,57.0,Not Eligible
2.63,86.2,28.3,26.0,Not Eligible
3.32,67.2,71.8,40.0,Not Eligible
2.64,61.2,46.4,52.0,Not Eligible
2.45,78.3,51.6,37.0,Not Eligible
2.16,83.6,54.2,75.0,Not Eligible
2.12,78.4,17.3,111.0,Not Eligible
2.61,79.6,28.3,77.0,Not Eligible
3.47,78.3,79.0,104.0,Eligible
2.41,70.6,43.6,17.0,Not Eligible
2.6,98.2,35.9,79.0,Not Eligible
3.81,93.5,9.6,16.0,Not Eligible
3.28,72.9,18.0,120.0,Eligible
3.84,61.6,54.8,125.0,Eligible
3.82,94.3,48.1,29.0,Not Eligible
2.13,89.7,97.7,85.0,Not Eligible
3.91,63.2,18.1,25.0,Not Eligible
2.1,87.9,21.6,84.0,Not Eligible
3.85,78.1,69.1,39.0,Not Eligible
3.09,65.2,39.5,110.0,Eligible
3.07,89.0,29.9,75.0,Not Eligible
3.43,74.2,5.6,17.0,Not Eligible
3.76,96.4,64.9,53.0,Not Eligible
3.23,61.7,86.2,67.0,Not Eligible
2.85,97.5,98.0,113.0,Eligible
2.22,63.5,45.5,102.0,Not Eligible
3.58,61.4,62.9,62.0,Not Eligible
2.26,83.3,19.8,6.0,Not Eligible
3.45,84.4,76.5,15.0,Not Eligible
3.06,67.9,31.4,64.0,Not Eligible
2.77,95.0,85.4,67.0,Not Eligible
3.23,92.1,84.0,25.0,Not Eligible
3.54,71.3,9.7,21.0,Not Eligible
3.88,77.7,63.8,24.0,Not Eligible
2.53,91.3,83.6,2.0,Not Eligible
3.89,93.3,52.5,79.0,Not Eligible
3.92,91.9,71.6,29.0,Not Eligible
3.63,70.7,21.7,40.0,Not Eligible
3.76,90.6,62.6,18.0,Not Eligible
3.38,85.3,60.4,47.0,Not Eligible
2.08,81.0,27.1,14.0,Not Eligible
3.15,98.5,92.4,57.0,Not Eligible
3.49,83.9,42.8,55.0,Not Eligible
3.88,94.7,70.5,127.0,Eligible
3.14,90.1,8.7,42.0,Not Eligible
3.59,61.8,0.3,66.0,Not Eligible
3.41,70.7,94.6,45.0,Not Eligible
2.56,84.4,71.6,76.0,Not Eligible
2.31,77.5,15.2,96.0,Not Eligible
3.5,98.2,55.0,30.0,Not Eligible
2.47,83.3,10.2,117.0,Not Eligible
2.49,97.2,77.8,112.0,Not Eligible
3.29,68.2,37.3,107.0,Eligible
3.58,95.9,4.2,27.0,Not Eligible
3.16,81.5,2.7,50.0,Not Eligible
3.77,68.6,24.3,124.0,Eligible
2.42,75.6,18.8,1.0,Not Eligible
2.5,98.8,99.6,33.0,Not Eligible
3.27,98.4,95.2,3.0,Not Eligible
3.66,60.9,88.0,49.0,Not Eligible
3.08,72.3,38.4,82.0,Not Eligible
2.02,96.0,1.7,19.0,Not Eligible
3.35,61.3,38.7,113.0,Eligible
3.63,98.3,76.6,65.0,Not Eligible
2.55,75.5,10.2,21.0,Not Eligible
2.11,64.6,18.8,103.0,Not Eligible
3.04,72.0,26.6,110.0,Eligible
2.08,92.3,6.8,73.0,Not Eligible
2.83,99.9,35.7,116.0,Eligible
2.04,65.4,34.7,40.0,Not Eligible
2.45,85.5,46.5,90.0,Not Eligible
2.78,97.0,5.1,50.0,Not Eligible
2.22,96.0,22.0,82.0,Not Eligible
2.23,75.3,50.5,117.0,Not Eligible
3.65,94.6,82.5,5.0,Not Eligible
2.08,67.7,9.0,12.0,Not Eligible
3.38,85.3,10.0,121.0,Eligible
3.63,83.9,7.7,17.0,Not Eligible
2.26,91.3,49.3,18.0,Not Eligible
2.39,69.2,18.1,60.0,Not Eligible
3.28,85.2,37.1,24.0,Not Eligible
2.63,84.4,39.0,108.0,Eligible
2.95,63.4,10.9,91.0,Not Eligible
3.67,73.2,95.4,7.0,Not Eligible
2.28,68.3,61.7,24.0,Not Eligible
3.24,100.0,74.8,113.0,Eligible
3.88,99.6,66.5,4.0,Not Eligible
2.11,70.1,44.7,68.0,Not Eligible
2.12,92.3,94.8,33.0,Not Eligible
3.11,92.7,33.6,32.0,Not Eligible
3.92,97.4,94.5,23.0,Not Eligible
2.44,65.2,62.7,70.0,Not Eligible
2.66,86.7,44.2,83.0,Not Eligible
2.2,68.2,67.7,84.0,Not Eligible
2.72,86.3,83.1,9.0,Not Eligible
2.09,94.9,92.6,56.0,Not Eligible
2.78,63.2,61.5,49.0,Not Eligible
3.11,85.5,67.8,18.0,Not Eligible
3.95,81.5,95.3,11.0,Not Eligible
3.64,67.0,51.4,53.0,Not Eligible
3.64,69.5,87.7,4.0,Not Eligible
2.46,80.8,53.9,124.0,Not Eligible
2.17,94.4,83.5,47.0,Not Eligible
3.21,87.0,58.7,118.0,Eligible
3.04,61.1,23.6,30.0,Not Eligible
3.03,65.0,19.3,110.0,Eligible
2.22,95.3,31.8,12.0,Not Eligible
2.99,86.1,26.9,23.0,Not Eligible
2.3,60.7,40.3,20.0,Not Eligible
2.84,83.8,69.7,21.0,Not Eligible
2.12,66.7,86.2,101.0,Not Eligible
3.71,96.8,16.1,72.0,Not Eligible
2.03,64.9,56.7,118.0,Not Eligible
3.88,63.1,66.2,83.0,Not Eligible
3.73,85.8,54.0,65.0,Not Eligible
3.51,91.7,6.6,87.0,Not Eligible
3.97,71.0,64.0,48.0,Not Eligible
2.11,72.1,32.6,49.0,Not Eligible
3.28,74.3,23.7,3.0,Not Eligible
3.7,90.6,44.5,124.0,Eligible
2.25,70.5,71.4,30.0,Not Eligible
3.17,63.5,54.8,72.0,Not Eligible
2.79,72.4,25.3,129.0,Eligible
2.87,98.6,16.5,22.0,Not Eligible
3.83,77.4,34.8,26.0,Not Eligible
3.08,82.4,3.4,53.0,Not Eligible
2.19,90.5,88.1,104.0,Not Eligible
3.87,82.3,29.2,17.0,Not Eligible
2.37,86.3,88.7,125.0,Not Eligible
3.79,95.2,72.0,47.0,Not Eligible
3.94,74.9,94.3,66.0,Not Eligible
3.76,64.5,57.8,109.0,Eligible
3.35,63.8,76.4,104.0,Eligible
3.49,91.3,17.3,85.0,Not Eligible
3.4,86.2,66.9,52.0,Not Eligible
2.92,82.7,54.1,120.0,Eligible
2.55,97.2,47.4,68.0,Not Eligible
2.57,85.1,22.8,88.0,Not Eligible
3.46,61.9,68.8,28.0,Not Eligible
3.25,78.7,51.8,30.0,Not Eligible
3.17,68.6,86.2,21.0,Not Eligible
3.31,84.9,9.3,103.0,Eligible
3.55,67.5,6.7,12.0,Not Eligible
3.5,85.8,10.2,45.0,Not Eligible
2.21,95.3,31.7,129.0,Not Eligible
2.73,63.1,80.8,87.0,Not Eligible
2.53,70.4,56.1,13.0,Not Eligible
3.08,86.9,60.8,91.0,Not Eligible
2.12,88.4,55.2,97.0,Not Eligible
3.52,83.5,59.1,115.0,Eligible
2.21,65.6,1.4,8.0,Not Eligible
2.54,69.7,70.5,22.0,Not Eligible
3.57,96.3,79.0,51.0,Not Eligible
2.1,92.8,97.2,76.0,Not Eligible
3.32,98.0,67.6,20.0,Not Eligible
3.85,76.4,52.8,54.0,Not Eligible
3.24,77.6,52.8,16.0,Not Eligible
3.43,70.4,32.7,35.0,Not Eligible
3.58,81.0,47.3,94.0,Not Eligible
2.44,93.2,4.1,104.0,Not Eligible
3.16,69.9,96.9,118.0,Eligible
2.62,65.6,9.2,77.0,Not Eligible
2.5,90.0,16.3,94.0,Not Eligible
2.38,87.7,51.1,106.0,Not Eligible
3.17,93.2,43.0,20.0,Not Eligible
3.59,90.1,87.3,102.0,Eligible
3.75,76.8,30.5,89.0,Not Eligible
2.86,66.3,71.9,70.0,Not Eligible
2.75,88.6,42.3,34.0,Not Eligible
3.37,95.1,38.2,98.0,Not Eligible
3.56,66.1,21.0,49.0,Not Eligible
2.51,80.7,81.4,37.0,Not Eligible
2.59,73.2,19.7,3.0,Not Eligible
3.07,80.8,1.0,117.0,Eligible
2.89,61.3,83.0,48.0,Not Eligible
3.41,74.1,21.2,41.0,Not Eligible
3.01,79.4,15.1,1.0,Not Eligible
2.22,66.0,19.9,55.0,Not Eligible
2.33,76.3,93.8,77.0,Not Eligible
3.8,67.0,67.2,110.0,Eligible
2.45,68.6,69.0,15.0,Not Eligible
2.1,99.1,15.2,104.0,Not Eligible
3.46,84.1,61.4,71.0,Not Eligible
3.37,75.6,86.2,95.0,Not Eligible
3.2,80.9,68.0,78.0,Not Eligible
3.0,75.3,7.7,118.0,Eligible
3.94,84.1,43.3,58.0,Not Eligible
2.24,60.0,71.1,70.0,Not Eligible
3.02,69.4,9.3,90.0,Not Eligible
3.13,99.6,36.0,64.0,Not Eligible
2.04,64.5,71.3,85.0,Not Eligible
2.82,63.2,83.7,2.0,Not Eligible
3.57,79.7,63.8,78.0,Not Eligible
2.94,71.6,83.8,38.0,Not Eligible
3.75,81.4,65.4,108.0,Eligible
3.29,98.4,93.2,30.0,Not Eligible
3.53,65.0,1.4,94.0,Not Eligible
3.61,77.6,35.0,115.0,Eligible
3.38,90.4,6.5,15.0,Not Eligible
3.5,66.4,38.0,124.0,Eligible
3.39,88.5,24.7,25.0,Not Eligible
3.1,76.0,24.6,91.0,Not Eligible
3.13,84.8,28.8,110.0,Eligible
2.38,81.0,28.9,2.0,Not Eligible
3.65,78.0,58.1,123.0,Eligible
2.62,79.2,64.9,49.0,Not Eligible
3.07,65.9,25.9,72.0,Not Eligible
2.5,77.4,14.2,98.0,Not Eligible
3.39,90.1,41.7,50.0,Not Eligible
3.95,95.9,29.7,72.0,Not Eligible
3.6,85.1,91.9,25.0,Not Eligible
3.24,93.1,79.8,23.0,Not Eligible
3.14,80.3,88.5,125.0,Eligible
2.98,68.6,10.3,38.0,Not Eligible
2.41,89.0,38.3,121.0,Not Eligible
2.7,88.1,84.9,18.0,Not Eligible
2.81,60.3,17.5,71.0,Not Eligible
3.89,79.2,78.0,7.0,Not Eligible
2.85,97.5,87.4,90.0,Not Eligible
3.17,99.4,27.4,99.0,Not Eligible
3.84,78.3,96.7,89.0,Not Eligible
3.04,88.9,83.6,110.0,Eligible
2.5,60.7,16.8,28.0,Not Eligible
2.76,70.7,57.4,18.0,Not Eligible
2.75,88.9,23.0,68.0,Not Eligible
3.43,86.1,46.2,16.0,Not Eligible
2.59,86.4,51.0,44.0,Not Eligible
3.46,87.9,67.1,20.0,Not Eligible
3.78,77.2,61.5,84.0,Not Eligible
2.67,97.5,35.5,11.0,Not Eligible
2.27,74.6,53.2,25.0,Not Eligible
3.28,96.1,7.8,122.0,Eligible
2.72,62.4,56.0,71.0,Not Eligible
3.07,94.0,97.7,92.0,Not Eligible
3.27,72.1,56.5,45.0,Not Eligible
2.82,86.4,87.0,51.0,Not Eligible
3.85,62.2,86.9,85.0,Not Eligible
2.8,63.2,95.5,18.0,Not Eligible
2.61,62.3,6.9,35.0,Not Eligible
3.77,79.4,64.2,8.0,Not Eligible
2.27,76.6,91.8,75.0,Not Eligible
2.25,72.8,79.0,41.0,Not Eligible
3.87,77.8,44.8,106.0,Eligible
2.42,72.5,26.9,109.0,Not Eligible
2.3,94.9,34.6,3.0,Not Eligible
3.07,82.5,12.3,15.0,Not Eligible
2.09,72.4,21.0,13.0,Not Eligible
3.24,78.2,71.3,40.0,Not Eligible
2.91,94.7,17.4,108.0,Eligible
3.28,76.4,83.3,86.0,Not Eligible
2.57,77.1,25.4,97.0,Not Eligible
3.81,73.5,40.8,0.0,Not Eligible
2.54,70.4,30.0,100.0,Eligible
3.28,78.9,32.7,106.0,Eligible
3.89,89.5,81.1,29.0,Not Eligible
2.8,74.7,72.2,93.0,Not Eligible
2.32,69.1,38.7,32.0,Not Eligible
2.14,86.4,36.0,48.0,Not Eligible
3.93,92.3,67.1,4.0,Not Eligible
3.53,60.9,69.1,103.0,Eligible
3.84,85.3,4.6,40.0,Not Eligible
3.4,96.0,21.6,19.0,Not Eligible
2.68,63.5,58.2,122.0,Eligible
2.25,96.0,58.8,40.0,Not Eligible
3.86,64.7,19.4,97.0,Not Eligible
2.98,99.9,6.6,114.0,Eligible
2.79,80.5,98.0,122.0,Eligible
3.16,89.2,12.7,51.0,Not Eligible
2.21,62.5,87.2,34.0,Not Eligible
2.62,64.1,35.0,20.0,Not Eligible
3.28,98.5,85.3,71.0,Not Eligible
2.2,99.5,62.6,121.0,Not Eligible
2.27,71.1,4.9,112.0,Not Eligible
3.02,73.7,91.2,42.0,Not Eligible
3.25,60.4,77.1,40.0,Not Eligible
2.37,98.2,46.4,122.0,Not Eligible
2.07,96.7,59.4,126.0,Not Eligible
3.92,64.6,32.8,24.0,Not Eligible
2.05,74.6,14.6,120.0,Not Eligible
2.0,98.7,5.8,80.0,Not Eligible
2.65,65.0,54.1,27.0,Not Eligible
2.44,94.9,18.0,111.0,Not Eligible
3.15,68.1,35.5,61.0,Not Eligible
3.79,62.7,30.2,45.0,Not Eligible
2.96,65.7,37.5,28.0,Not Eligible
3.55,88.4,17.0,65.0,Not Eligible
3.82,65.5,78.3,113.0,Eligible
2.38,60.1,73.4,114.0,Not Eligible
2.98,91.0,81.9,18.0,Not Eligible
3.28,86.2,48.7,6.0,Not Eligible
2.66,95.1,70.4,106.0,Eligible
3.48,83.1,13.5,29.0,Not Eligible
3.41,61.8,59.0,108.0,Eligible
2.84,60.9,93.4,46.0,Not Eligible
2.18,91.4,30.7,65.0,Not Eligible
2.02,95.6,61.3,82.0,Not Eligible
2.74,92.0,22.1,96.0,Not Eligible
2.16,75.0,29.9,63.0,Not Eligible
3.56,86.5,95.3,41.0,Not Eligible
2.67,63.1,8.9,98.0,Not Eligible
3.33,88.7,77.1,111.0,Eligible
2.69,70.0,87.5,119.0,Eligible
3.59,97.4,59.9,86.0,Not Eligible
3.78,73.5,1.7,8.0,Not Eligible
3.68,73.6,75.8,42.0,Not Eligible
2.97,71.5,39.9,19.0,Not Eligible
2.17,85.3,76.7,99.0,Not Eligible
2.74,63.9,12.8,76.0,Not Eligible
2.85,62.1,61.9,124.0,Eligible
3.92,87.8,37.3,105.0,Eligible
3.13,97.8,1.3,13.0,Not Eligible
3.28,89.7,53.1,110.0,Eligible
3.56,70.0,59.3,90.0,Not Eligible
3.14,74.5,92.6,67.0,Not Eligible
3.2,68.1,92.3,103.0,Eligible
2.49,87.4,69.9,14.0,Not Eligible
2.12,69.5,37.8,11.0,Not Eligible
3.44,82.9,2.9,29.0,Not Eligible
3.7,93.6,71.6,17.0,Not Eligible
2.82,80.7,39.8,55.0,Not Eligible
3.1,83.7,30.9,119.0,Eligible
2.61,98.7,34.1,70.0,Not Eligible
2.9,72.8,7.9,121.0,Eligible
2.42,91.9,19.0,129.0,Not Eligible
3.52,87.5,71.1,9.0,Not Eligible
2.98,64.5,34.9,0.0,Not Eligible
3.09,99.6,5.3,95.0,Not Eligible
2.07,87.6,29.6,127.0,Not Eligible
3.24,60.6,88.6,102.0,Eligible
2.41,88.9,89.6,74.0,Not Eligible
2.77,65.4,75.5,105.0,Eligible
2.83,71.7,8.7,98.0,Not Eligible
2.9,73.9,92.2,47.0,Not Eligible
2.45,72.4,88.9,122.0,Not Eligible
3.7,89.8,14.0,7.0,Not Eligible
2.86,90.1,41.6,26.0,Not Eligible
3.22,81.1,51.5,33.0,Not Eligible
3.23,82.7,0.2,21.0,Not Eligible
3.21,72.5,29.2,91.0,Not Eligible
3.12,60.9,27.7,86.0,Not Eligible
3.65,74.1,53.5,125.0,Eligible
3.63,60.4,0.7,85.0,Not Eligible
2.83,94.6,44.9,68.0,Not Eligible
3.27,85.6,33.0,46.0,Not Eligible
2.21,99.2,55.7,121.0,Not Eligible
2.18,67.3,37.4,67.0,Not Eligible
2.96,86.3,17.4,71.0,Not Eligible
3.8,67.5,76.5,98.0,Not Eligible
3.3,85.6,10.8,59.0,Not Eligible
3.34,79.7,56.6,64.0,Not Eligible
2.32,86.6,15.9,38.0,Not Eligible
2.91,89.0,80.1,81.0,Not Eligible
2.8,80.9,47.2,5.0,Not Eligible
3.57,79.8,69.4,15.0,Not Eligible
2.28,62.8,26.0,103.0,Not Eligible
3.08,74.5,8.3,94.0,Not Eligible
3.82,72.1,35.1,88.0,Not Eligible
3.78,85.0,42.7,12.0,Not Eligible
3.7,71.0,75.7,11.0,Not Eligible
2.75,69.3,27.1,45.0,Not Eligible
3.88,93.9,91.6,46.0,Not Eligible
3.61,93.1,92.2,58.0,Not Eligible
3.7,73.1,33.9,96.0,Not Eligible
3.86,63.4,23.1,121.0,Eligible
3.87,79.9,76.5,18.0,Not Eligible
2.48,78.1,47.6,62.0,Not Eligible
2.26,94.8,49.5,32.0,Not Eligible
3.38,81.9,79.0,113.0,Eligible
3.13,97.7,43.0,95.0,Not Eligible
2.65,79.3,50.0,60.0,Not Eligible
3.37,86.7,77.5,125.0,Eligible
2.12,79.2,23.0,65.0,Not Eligible
2.09,72.8,92.3,24.0,Not Eligible
2.71,61.1,61.8,2.0,Not Eligible
2.39,91.7,65.8,24.0,Not Eligible
3.44,96.1,95.9,130.0,Eligible
3.9,89.3,7.0,124.0,Eligible
3.32,70.9,23.3,122.0,Eligible
3.31,92.7,63.5,9.0,Not Eligible
2.01,84.5,12.8,20.0,Not Eligible
3.02,87.3,39.9,116.0,Eligible
3.63,62.7,60.7,102.0,Eligible
3.31,83.3,14.9,86.0,Not Eligible
2.46,82.4,36.9,105.0,Not Eligible
3.7,86.5,53.5,77.0,Not Eligible
3.93,90.9,74.3,68.0,Not Eligible
2.56,76.2,4.6,16.0,Not Eligible
2.41,66.2,17.2,92.0,Not Eligible
2.68,97.0,35.8,61.0,Not Eligible
2.13,91.1,6.3,127.0,Not Eligible
3.75,81.6,50.9,12.0,Not Eligible
3.86,74.2,83.6,69.0,Not Eligible
3.27,99.4,58.3,66.0,Not Eligible
3.53,63.7,92.7,116.0,Eligible
3.34,97.4,53.7,82.0,Not Eligible
2.75,76.2,53.6,21.0,Not Eligible
3.26,63.9,82.2,77.0,Not Eligible
3.67,75.2,96.1,101.0,Eligible
3.62,90.0,89.6,5.0,Not Eligible
2.16,77.0,16.5,92.0,Not Eligible
2.93,79.7,99.5,8.0,Not Eligible
2.79,92.9,35.4,65.0,Not Eligible
3.5,84.6,33.4,23.0,Not Eligible
3.0,86.7,71.9,68.0,Not Eligible
2.7,66.2,48.7,64.0,Not Eligible
3.41,70.1,8.9,83.0,Not Eligible
2.95,76.5,83.4,104.0,Eligible
2.51,64.4,86.5,91.0,Not Eligible
3.78,71.2,84.5,82.0,Not Eligible
2.23,93.3,54.8,72.0,Not Eligible
2.04,60.9,29.5,102.0,Not Eligible
2.29,62.0,85.5,122.0,Not Eligible
2.33,87.5,89.8,40.0,Not Eligible
3.08,75.4,91.8,22.0,Not Eligible
3.25,90.9,67.6,69.0,Not Eligible
2.9,97.3,53.5,76.0,Not Eligible
2.41,70.7,0.3,46.0,Not Eligible
2.26,61.5,12.4,61.0,Not Eligible
2.98,78.2,48.6,117.0,Eligible
3.13,98.6,72.4,34.0,Not Eligible
2.61,81.8,5.0,123.0,Eligible
2.44,75.1,54.0,42.0,Not Eligible
2.16,82.1,45.7,25.0,Not Eligible
2.05,66.6,14.4,40.0,Not Eligible
2.21,90.1,41.7,117.0,Not Eligible
3.48,87.2,35.6,76.0,Not Eligible
2.69,89.0,81.8,22.0,Not Eligible
2.05,72.1,19.6,122.0,Not Eligible
3.02,92.5,98.5,119.0,Eligible
3.07,95.7,90.2,105.0,Eligible
2.86,98.2,73.2,35.0,Not Eligible
2.22,85.5,80.0,112.0,Not Eligible
3.51,73.9,9.7,78.0,Not Eligible
3.38,75.5,76.9,100.0,Eligible
2.79,82.6,20.1,50.0,Not Eligible
2.76,83.0,88.4,54.0,Not Eligible
2.31,91.7,39.9,20.0,Not Eligible
3.51,63.4,68.7,39.0,Not Eligible
3.2,82.7,77.3,44.0,Not Eligible
2.17,73.9,51.1,34.0,Not Eligible
2.76,93.4,42.2,37.0,Not Eligible
3.81,74.1,42.0,62.0,Not Eligible
2.9,78.7,86.9,85.0,Not Eligible
2.65,69.1,97.6,12.0,Not Eligible
3.29,71.8,70.4,26.0,Not Eligible
2.41,82.2,46.5,13.0,Not Eligible
3.05,77.0,23.5,97.0,Not Eligible
3.34,68.1,50.7,116.0,Eligible
3.71,79.0,13.4,103.0,Eligible
3.39,66.6,88.6,66.0,Not Eligible
2.77,95.3,83.3,14.0,Not Eligible
3.54,97.0,77.7,99.0,Not Eligible
3.8,69.1,12.1,130.0,Eligible
2.96,62.1,52.2,93.0,Not Eligible
2.01,97.1,45.2,5.0,Not Eligible
3.76,72.5,22.9,55.0,Not Eligible
2.33,67.5,66.2,32.0,Not Eligible
2.25,96.8,90.9,113.0,Not Eligible
2.62,95.3,57.3,83.0,Not Eligible
2.76,62.1,91.7,123.0,Eligible
3.6,68.3,84.4,108.0,Eligible
2.78,92.5,41.6,96.0,Not Eligible
2.1,70.7,5.1,47.0,Not Eligible
3.27,86.7,45.4,43.0,Not Eligible
3.34,61.6,45.8,102.0,Eligible
3.63,93.7,37.8,114.0,Eligible
2.8,76.9,22.2,11.0,Not Eligible
2.17,78.8,49.2,40.0,Not Eligible
3.11,92.3,75.8,26.0,Not Eligible
2.24,78.2,51.2,4.0,Not Eligible
2.03,64.2,33.5,1.0,Not Eligible
3.56,80.2,13.1,51.0,Not Eligible
2.81,78.3,67.3,46.0,Not Eligible
3.05,78.0,86.6,84.0,Not Eligible
3.33,67.7,50.5,2.0,Not Eligible
2.8,66.6,13.2,124.0,Eligible
2.1,91.1,22.9,112.0,Not Eligible
2.51,84.8,71.0,11.0,Not Eligible
2.39,60.3,13.6,123.0,Not Eligible
3.95,93.4,50.9,127.0,Eligible
3.48,64.9,3.1,0.0,Not Eligible
2.9,89.5,29.8,76.0,Not Eligible
2.13,63.8,17.8,24.0,Not Eligible
2.23,98.9,43.4,121.0,Not Eligible
3.63,96.0,65.7,105.0,Eligible
3.89,67.3,37.5,7.0,Not Eligible
2.06,60.3,66.9,128.0,Not Eligible
3.82,62.4,47.5,84.0,Not Eligible
2.76,92.3,76.4,71.0,Not Eligible
2.43,63.1,13.6,65.0,Not Eligible
2.2,91.1,64.0,117.0,Not Eligible
3.54,92.8,87.5,103.0,Eligible
2.94,72.3,90.6,53.0,Not Eligible
3.66,89.4,90.3,66.0,Not Eligible
2.45,92.8,91.5,20.0,Not Eligible
3.36,91.2,88.7,115.0,Eligible
2.24,67.7,77.7,13.0,Not Eligible
2.18,78.0,19.8,82.0,Not Eligible
2.27,62.7,50.2,28.0,Not Eligible
3.62,81.0,27.2,48.0,Not Eligible
3.31,77.7,34.3,80.0,Not Eligible
2.33,96.1,89.1,56.0,Not Eligible
2.77,60.7,95.4,84.0,Not Eligible
3.53,81.2,10.9,77.0,Not Eligible
2.57,89.3,48.0,10.0,Not Eligible
3.84,78.6,32.7,80.0,Not Eligible
3.83,69.5,32.4,57.0,Not Eligible
3.11,84.4,57.8,52.0,Not Eligible
3.26,99.5,47.2,39.0,Not Eligible
3.31,61.6,99.8,97.0,Not Eligible
2.52,67.8,70.6,36.0,Not Eligible
2.73,79.6,97.6,16.0,Not Eligible
2.27,83.9,11.4,123.0,Not Eligible
3.85,85.0,57.3,19.0,Not Eligible
3.45,62.4,97.3,13.0,Not Eligible
2.09,64.9,33.1,100.0,Not Eligible
3.1,97.8,52.1,33.0,Not Eligible
2.69,63.0,74.2,43.0,Not Eligible
3.63,76.8,77.6,126.0,Eligible
2.69,83.1,86.1,50.0,Not Eligible
3.29,72.6,74.4,32.0,Not Eligible
2.33,70.2,97.9,32.0,Not Eligible
3.12,71.6,74.2,46.0,Not Eligible
2.59,71.3,5.8,106.0,Eligible
2.33,75.2,72.7,38.0,Not Eligible
3.24,64.6,36.9,123.0,Eligible
3.28,94.1,50.3,53.0,Not Eligible
3.97,90.4,43.6,25.0,Not Eligible
3.34,61.4,57.2,21.0,Not Eligible
3.03,90.5,89.0,60.0,Not Eligible
3.83,93.1,17.6,118.0,Eligible
3.66,96.9,78.8,63.0,Not Eligible
3.1,84.5,95.9,33.0,Not Eligible
3.02,94.1,68.1,81.0,Not Eligible
3.88,90.4,73.9,7.0,Not Eligible
3.23,61.0,38.4,88.0,Not Eligible
3.43,92.4,51.0,101.0,Eligible
2.17,83.2,73.7,30.0,Not Eligible
3.44,86.0,53.7,28.0,Not Eligible
2.53,95.4,3.1,117.0,Eligible
2.23,60.4,62.7,59.0,Not Eligible
3.7,64.3,95.4,19.0,Not Eligible
3.38,83.0,70.9,6.0,Not Eligible
2.82,76.4,89.2,104.0,Eligible
2.86,76.7,21.1,12.0,Not Eligible
2.39,72.5,51.4,59.0,Not Eligible
2.02,92.7,43.4,36.0,Not Eligible
2.7,64.1,64.0,110.0,Eligible
2.3,81.3,14.4,69.0,Not Eligible
2.84,78.3,43.8,97.0,Not Eligible
3.67,82.1,69.5,96.0,Not Eligible
2.23,62.0,52.7,71.0,Not Eligible
2.18,87.0,12.4,53.0,Not Eligible
3.8,60.5,53.8,97.0,Not Eligible
3.49,81.1,73.5,104.0,Eligible
2.11,70.6,66.4,110.0,Not Eligible
2.16,72.5,78.7,105.0,Not Eligible
3.37,89.5,34.7,107.0,Eligible
2.74,99.4,78.1,108.0,Eligible
3.45,79.0,59.9,112.0,Eligible
2.81,86.8,73.9,52.0,Not Eligible
3.94,69.9,45.6,87.0,Not Eligible
3.39,82.2,19.4,128.0,Eligible
2.09,64.0,99.1,4.0,Not Eligible
2.66,94.0,81.1,72.0,Not Eligible
3.13,78.2,76.2,5.0,Not Eligible
2.28,74.5,91.9,75.0,Not Eligible
2.01,80.5,97.5,113.0,Not Eligible
2.16,96.5,37.2,102.0,Not Eligible
3.05,91.1,8.7,96.0,Not Eligible
3.26,66.1,69.7,22.0,Not Eligible
2.19,90.7,86.3,71.0,Not Eligible
3.33,75.7,69.2,49.0,Not Eligible
3.23,75.8,55.5,33.0,Not Eligible
3.88,90.3,54.6,113.0,Eligible
3.68,78.4,14.0,57.0,Not Eligible
3.89,62.9,21.3,17.0,Not Eligible
3.93,69.9,16.8,101.0,Eligible
2.88,95.8,40.8,21.0,Not Eligible
2.98,83.7,52.9,69.0,Not Eligible
2.56,94.5,50.1,84.0,Not Eligible
3.02,72.2,28.4,113.0,Eligible
2.3,87.6,19.3,68.0,Not Eligible
3.34,91.4,59.8,6.0,Not Eligible
2.05,67.3,32.8,87.0,Not Eligible
2.47,60.9,9.4,42.0,Not Eligible
2.42,85.4,59.7,42.0,Not Eligible
3.88,83.1,79.0,20.0,Not Eligible
2.29,61.6,5.6,53.0,Not Eligible
3.78,76.4,33.4,79.0,Not Eligible
2.25,82.5,19.4,1.0,Not Eligible
3.3,68.5,69.6,73.0,Not Eligible
2.64,63.9,88.2,124.0,Eligible
2.63,92.1,18.1,99.0,Not Eligible
4.0,97.0,92.8,47.0,Not Eligible
2.45,77.9,28.2,115.0,Not Eligible
2.41,65.4,19.2,89.0,Not Eligible
3.18,76.9,97.5,26.0,Not Eligible
